iter,direct1,directN,linear_normal,linear_normal_learned,linear_uniform,linear_uniform_learned,normal,normal_learned,sincos
39,0.00041825695782899856,0.00034392234571278097,0.00037502904389984906,0.00034304677778854967,0.00037403871417045594,0.00036774270907044413,0.00024698954712439443,0.00019254837195076106,0.00040395601354539394
40,0.00041803262308239935,0.000342225787229836,0.0003702965745702386,0.0003377202964387834,0.00037097856542095544,0.0003644276258535683,0.00023849126860659453,0.00018378606891074014,0.0004010549684986472
41,0.00041780880764126776,0.0003405887220054865,0.0003656615515705198,0.0003325503701344132,0.0003679824678227305,0.00036116426540538666,0.00022969585554001243,0.0001762749567240462,0.0003981816379353404
42,0.0004175854980945587,0.0003390089958906174,0.00036111999433487656,0.00032754938742145896,0.00036504813767969607,0.00035795122142881155,0.00022060546082375366,0.00016893233852524644,0.0003953356180340052
43,0.00041736268028616904,0.00033748452980071305,0.0003566685240715742,0.00032273324523121117,0.0003621733093634248,0.00035478710643947124,0.00021222185551141593,0.00016187610037404738,0.0003925164954736829
44,0.00041714034602046015,0.0003360133329406381,0.00035230450606904925,0.00031812069211155174,0.0003593557740561664,0.00035167053891345856,0.00020454641681662907,0.0001539983554182072,0.00038972387984395027
45,0.0004169184904545546,0.0003345934636890888,0.0003480260231066495,0.00031373140467330814,0.00035659337788820266,0.000348600114416331,0.00019608013042106905,0.00014736151233482814,0.00038695738781243565
46,0.0004166970908641815,0.0003332230491563678,0.00034383183419704435,0.00030958278505131603,0.0003538840381428599,0.00034557445337995887,0.00018882351739484874,0.00014092558965421632,0.00038421661350876093
47,0.00041647614501416684,0.00033190030679106715,0.00033972131349146366,0.00030568559179082515,0.0003512257307767868,0.00034259217325598,0.00018177667867785204,0.00013468347765447107,0.00038150119688361886
48,0.0004162556458264589,0.00033062353264540434,0.00033569430774077773,0.00030203934041783215,0.0003486165176145732,0.00033965190974995495,0.00017493925848939397,0.00012863654123157175,0.0003788107592612505
49,0.0004160355817526579,0.0003293911034241319,0.0003317510034888983,0.00029862906285561624,0.0003460545424371958,0.0003367523102089763,0.0001678104630337657,0.00012230779625861034,0.00037614493649452925
50,0.00041581593677401544,0.0003282014299184084,0.0003278917854651809,0.00029542494961060583,0.000343538015615195,0.0003338920312933624,0.00016138904964373068,0.0001161871870581308,0.0003735033620148897
51,0.0004155967190861702,0.0003270529616624117,0.00032411706848070024,0.0002923859971575439,0.0003410652303136885,0.0003310697588138282,0.00015417335072343122,0.00011024001514451811,0.0003708856908604503
52,0.00041537788882851603,0.00032594420537352564,0.000320427184458822,0.0002894665411207825,0.00033863457115367057,0.00032828420093283057,0.00014766130301004522,0.00010498065969713935,0.0003682915878482163
53,0.00041515946462750435,0.0003248736599460244,0.0003168222497915849,0.0002866234336514026,0.0003362444727681577,0.0003255340810865164,0.00014135043571486677,9.992757390991755e-05,0.000365720700006932
54,0.00041494142562150955,0.0003238398499786854,0.0003133020747685805,0.00028382124467752875,0.0003338934554718435,0.0003228181755170226,0.00013573793811983705,9.454866792775647e-05,0.00036317271012812854
55,0.000414723763614893,0.00032284129355102776,0.0003098660627845675,0.0002810345062520355,0.00033158010551705955,0.00032013527089729904,0.00013032064684648502,8.987753890442036e-05,0.00036064729690551755
56,0.0004145064733922482,0.00032187654357403514,0.0003065132049378008,0.00027824751981534064,0.00032930306503549216,0.00031748419972136617,0.00012509511353109702,8.54609100705602e-05,0.0003581441342830658
57,0.0004142895519733429,0.00032094417195767166,0.00030324201888870446,0.00027545278635807336,0.00032706104246899486,0.0003148638472892344,0.00012005760185093096,8.07517691351677e-05,0.0003556629275903106
58,0.0004140729807317257,0.0003200428079813719,0.000300050593726337,0.0002726490566506982,0.0003248527956195176,0.000312273112218827,0.00011520415676222911,7.620334998591716e-05,0.00035320336716249584
59,0.0004138567548245192,0.00031917111538350585,0.000296936582447961,0.00026983956359326837,0.00032267712419852614,0.00030971096493303776,0.00011053061480160977,7.236804872745779e-05,0.0003507651598192751
60,0.0004136408686637878,0.00031832779068499803,0.00029389727571979167,0.000267030536942184,0.0003205328807234764,0.0003071764102205634,0.00010603265169629594,6.867248327826019e-05,0.00034834802774712443
61,0.0004134253233671188,0.0003175115862861276,0.0002909296565921977,0.00026423005675897004,0.00031841894760727883,0.0003046684950590134,0.00010170580349295051,6.516194147307033e-05,0.0003459516798146069
62,0.0004132100947201252,0.0003167212860658765,0.0002880304966121912,0.0002614470451604575,0.00031633425988256933,0.0003021863155066967,9.654552623924247e-05,6.180044196098606e-05,0.00034357585161924365
63,0.0004129951875656843,0.0003159557215869427,0.0002851963730761781,0.0002586903900373727,0.00031427777679637073,0.00029972902312874793,9.254720452954644e-05,5.805989593764025e-05,0.0003412202622741461
64,0.000412780586630106,0.0003152137478813529,0.0002824238347355276,0.0002559681884013116,0.00031224848544225095,0.0002972958052530885,8.870618735836615e-05,5.509367199574626e-05,0.0003388846516609192
65,0.0004125662911683321,0.0003144942520186305,0.00027970939474180343,0.0002532870328053832,0.0003102454003877938,0.0002948858954012394,8.50178285034417e-05,5.224506010899859e-05,0.00033656876413151623
66,0.0004123523022979498,0.0003137961717322469,0.0002770496426615864,0.0002506515058223158,0.00030826757811009884,0.0002924985560588539,8.147750045736757e-05,4.954550028069207e-05,0.00033427234487608075
67,0.00041213859543204307,0.0003131184637546539,0.00027444129341747613,0.000248063847143203,0.000306314083468169,0.00029013311304152014,7.80806161919827e-05,4.697648736100746e-05,0.00033199515352025626
68,0.0004119251824915409,0.0003124601375311613,0.0002718812111997977,0.00024552393010817466,0.0003043840184807777,0.00028778890362009404,7.482264933059923e-05,4.457364816544214e-05,0.00032973694754764437
69,0.0004117120396345854,0.00031182023379951716,0.0002693664695834741,0.00024302948815748096,0.00030247651096433403,0.00028546531973406674,7.169915305566973e-05,4.2287750467130534e-05,0.00032749747894704343
70,0.0004114991813898087,0.0003111978257074952,0.0002668943440541625,0.00024057661378756165,0.00030059070698916913,0.00028316176468506455,6.870575134498722e-05,4.011935682692638e-05,0.00032527652652934193
71,0.00041128659583628175,0.0003105920296162367,0.00026446233962196855,0.00023816037285141647,0.00029872578335925936,0.0002808776794932783,6.583816697711882e-05,3.8073235265983384e-05,0.0003230738620273769
72,0.00041107426285743714,0.00031000199280679225,0.0002620681816712022,0.00023577551669441165,0.00029688094994053245,0.00027861254317685963,6.309221388219158e-05,3.6129711874946224e-05,0.0003208892624825239
73,0.00041086218915879725,0.000309426898136735,0.00025970983444713054,0.00023341707102954388,0.00029505543755367397,0.00027636583698913456,6.0463790924950446e-05,3.429563056606639e-05,0.0003187225105240941
74,0.0004106503687798977,0.0003088659709319472,0.0002573854637332261,0.00023108083913102746,0.000293248503562063,0.00027413709377869963,5.794889134294863e-05,3.2571196463777596e-05,0.00031657338459044695
75,0.00041043880432844164,0.0003083184599876404,0.0002550934293540195,0.0002287636545021087,0.0002914594548754394,0.0002719258524477482,5.554359361767638e-05,3.094545393441876e-05,0.0003144416820257902
76,0.00041022747457027434,0.00030778364539146423,0.00025283229346387086,0.0002264635374303907,0.00028968760902062056,0.00026973167834803464,5.3244049459135566e-05,2.9399798738813843e-05,0.00031232720548287035
77,0.000410016380622983,0.0003072608403861523,0.00025060077030211687,0.00022417961484752594,0.00028793232748284934,0.00026755415732041,5.104648267306402e-05,2.795382288786641e-05,0.00031022974252700806
78,0.00040980553068220614,0.00030674937777221204,0.00024839773303829134,0.00022191198924556376,0.0002861930035054684,0.00026539291171357034,4.894718805808225e-05,2.661351321012262e-05,0.00030814910596236586
79,0.00040959490351378917,0.0003062486473470926,0.00024622219584416596,0.0002196615042630583,0.00028446905594319103,0.0002632475537713617,4.6942518977630245e-05,2.5343027238614014e-05,0.0003060850948095322
80,0.00040938450656831263,0.0003057580498978496,0.00024407328574452549,0.0002174294806551188,0.0002827599518932402,0.0002611177496612072,4.5028884151452074e-05,2.4140179584992438e-05,0.0003040375302545726
81,0.0004091743249446154,0.0003052770245820284,0.00024195024226792157,0.0002152174238115549,0.00028106518620625137,0.0002590031620580703,4.320275028539982e-05,2.301692726205147e-05,0.000302006224822253
82,0.0004089643694460392,0.0003048050433397293,0.00023985239332541822,0.00021302681867964564,0.000279384281206876,0.00025690348409116267,4.1460633839324145e-05,2.1971636835132812e-05,0.0002999910048209131
83,0.0004087546218186617,0.0003043415915220976,0.0002377791346749291,0.0002108588951639831,0.00027771680187433956,0.000254818416479975,3.979910870848471e-05,2.098652175109237e-05,0.0002979916931129992
84,0.0004085450746119022,0.00030388619042932987,0.00023572993783745915,0.00020871448903344572,0.0002760623415932059,0.0002527476891875267,3.821480325887024e-05,2.005811493145302e-05,0.00029600810315459966
85,0.00040833574905991556,0.0003034383771941066,0.00023370431074872612,0.00020659397419076414,0.0002744205182418227,0.0002506910445634276,3.670440962114299e-05,1.9182187915339455e-05,0.00029404008444398644
86,0.00040812661796808244,0.00030299772433936594,0.00023170180253218858,0.00020449723203200848,0.00027279099458828567,0.00024864822989329697,3.526468036279766e-05,1.83504551929218e-05,0.0002920874686911702
87,0.00040791768804192545,0.0003025638161227107,0.00022972199731739239,0.0002024237166158855,0.00027117344411090017,0.0002466190224979073,3.389244633426642e-05,1.7565747033950174e-05,0.00029015007643029095
88,0.0004077089484781027,0.0003021362578496337,0.00022776449114317074,0.0002003725505899638,0.00026956758331507443,0.00024460321092046797,3.258460998649752e-05,1.684056308995423e-05,0.00028822777094319465
89,0.00040750040486454964,0.00030171469245105983,0.00022582890696357935,0.0001983426256570965,0.000267973150126636,0.00024260058989748358,3.1338162668998846e-05,1.615679395463303e-05,0.0002863203797489405
90,0.00040729204677045347,0.00030129877496510747,0.00022391487201675774,0.0001963327667908743,0.00026638989513739944,0.00024061096501536668,3.0150178744952427e-05,1.5511586830052692e-05,0.00028442775448784234
91,0.00040708387680351736,0.00030088816694915293,0.00022202202022308484,0.00019434182967524976,0.0002648176070302725,0.00023863417133688928,2.901783452689415e-05,1.4901371764790383e-05,0.00028254974307492374
92,0.000406875891238451,0.00030048256926238536,0.000220150011673104,0.00019236880352254958,0.00026325607621110976,0.00023667003926821053,2.793840011845532e-05,1.4319535615049972e-05,0.0002806861980818212
93,0.0004066680915653706,0.0003000816904008389,0.00021829849334899337,0.00019041289177257567,0.00026170513052493335,0.0002347184030804783,2.6409249704101967e-05,1.377361605518672e-05,0.0002788369729183614
94,0.00040646045617759226,0.00029968525730073454,0.000216467146249488,0.00018847352901939303,0.00026016460838727655,0.00023277913508936763,2.5427862730703055e-05,1.2772815894186352e-05,0.0002770019215531647
95,0.000406252995505929,0.0002992930205538869,0.00021465564774116502,0.00018655038063880057,0.0002586343430913985,0.0002308520862367004,2.4491826765370205e-05,1.2284720525894955e-05,0.0002751809023320675
96,0.0004060457095503807,0.0002989047357812524,0.00021286369495792314,0.00018464332844596356,0.0002571142178494483,0.00022893713433295488,2.3598832084917377e-05,1.183188772520225e-05,0.00027337378114461897
97,0.0004058385882526636,0.0002985201800242066,0.00021109099313616753,0.00018275240438524635,0.00025560408597812055,0.00022703415667638184,2.2746677426493988e-05,1.1405635051960417e-05,0.00027158041205257175
98,0.00040563164092600345,0.00029813914000988005,0.00020933727270457895,0.0001808777587953955,0.0002541038472671062,0.00022514304285869004,2.193326710821566e-05,1.1002266944706207e-05,0.00026980067221447825
99,0.00040542485639452933,0.00029776141475886106,0.00020760226148413494,0.00017901956597343087,0.00025261339680291713,0.00022326369136571885,2.115660688441494e-05,1.062373418271818e-05,0.0002680344175547361
100,0.0004052182268351316,0.00029738683365285396,0.00020588570368709042,0.0001771780159091577,0.00025113263144157827,0.00022139599989168347,2.041480053057967e-05,1.0261044671642594e-05,0.0002662815292365849
101,0.0004050117559731007,0.00029701521135866644,0.00020418735929997637,0.00017535323656629772,0.00024966145702637734,0.00021953988471068442,1.970605299829913e-05,9.914483474585723e-06,0.0002645418697968125
102,0.000404805438965559,0.000296646386012435,0.0002025069774594158,0.00017354527304414658,0.00024819978531450033,0.00021769525306299329,1.902865805195688e-05,9.582380939355061e-06,0.0002628153226338327
103,0.0004045992776751518,0.0002962802115827799,0.00020084432896692306,0.00017175409758929164,0.0002467475394252688,0.0002158620280213654,1.838100105933336e-05,9.264042783888726e-06,0.00026110175205394626
104,0.00040439327135682104,0.0002959165465086699,0.0001991991781629622,0.00016997958321589976,0.0002453046434093267,0.00021404013689607383,1.7761552770207345e-05,8.963269556716114e-06,0.00025940104257315396
105,0.0004041874103248119,0.0002955552602186799,0.0001975712837302126,0.00016822153781540693,0.0002438710194081068,0.00021222951021045446,1.716886416043053e-05,8.673616164924169e-06,0.0002577130732126534
106,0.00040398170240223407,0.0002951962189748883,0.0001959604193107225,0.00016647971945349128,0.0002424465883988887,0.00021043008705601095,1.660156499428922e-05,8.40023204082172e-06,0.00025603772988542914
107,0.00040377613194286826,0.00029483931474387644,0.0001943663414218463,0.00016475385134108363,0.0002410312930587679,0.0002086418022867292,1.6058357206475195e-05,8.13437288707064e-06,0.00025437488751485943
108,0.00040357071086764336,0.00029448444098234176,0.00019278881776845083,0.00016304366507101804,0.00023962505348026753,0.0002068646031897515,1.553801583168024e-05,7.88662003042191e-06,0.0002527244350872934
109,0.0004033654298633337,0.00029413149990141393,0.00019122760500758887,0.00016134891922120004,0.00023822781215421856,0.00020509843705222012,1.50393793418516e-05,7.651178538617387e-06,0.00025108625842258333
110,0.000403160285949707,0.000293780393153429,0.00018968246984295547,0.0001596693882253021,0.0002368394972756505,0.00020334325926378368,1.456135141906998e-05,7.425097312079743e-06,0.00024946024352684616
111,0.0004029552757740021,0.0002934310248121619,0.00018815317219123245,0.00015800491014961152,0.00023546004784293472,0.00020159901515580714,1.410289265340907e-05,7.209305209471495e-06,0.00024784628143534066
112,0.00040275040194392205,0.00029308332689106464,0.00018663948045577854,0.00015635535183828323,0.0002340893926564604,0.00019986567059531807,1.3663022676882974e-05,6.999866210662731e-06,0.0002462442656047642
113,0.00040254566073417666,0.0002927372224628925,0.00018514116381993518,0.00015472062833141536,0.00023272747779265045,0.0001981431879568845,1.3240814328310079e-05,6.795728317592875e-06,0.0002446540839038789
114,0.00040234106481075286,0.00029239263255149126,0.00018365798669401558,0.00015310067711398005,0.0002313742395490408,0.00019643152584321796,1.2835388545499882e-05,6.5998790745652516e-06,0.00024307563360780477
115,0.0004021365847438574,0.00029204949084669354,0.0001821897358749993,0.00015149546144530178,0.0002300296088680625,0.00019473065389320255,1.2445918195135164e-05,6.4146201459152505e-06,0.00024150880584493278
116,0.00040193223804235457,0.0002917077420279384,0.00018073618569178505,0.00014990493615623564,0.00022869352824054657,0.00019304053601808846,1.2071618942900386e-05,6.240036003691784e-06,0.00023995350440964103
117,0.0004017280161380768,0.00029136732928454874,0.00017929712841287254,0.0001483290688833222,0.00022736593973822893,0.00019136114786379038,1.171174977089322e-05,6.0706760463290264e-06,0.00023840962676331402
118,0.000401523919403553,0.000291028187982738,0.0001778723547118716,0.00014676779627334325,0.00022604677728377284,0.00018969245422631502,1.136561184130187e-05,5.909817019528419e-06,0.00023687706431373953
119,0.0004013199470937252,0.0002906902810558677,0.00017646166165359318,0.000145221048546955,0.00022473597945645452,0.00018803442874923347,1.1032543110377447e-05,5.75425118640851e-06,0.00023535572048276663
120,0.00040111609920859335,0.0002903535502031446,0.0001750648557790555,0.0001436887354357168,0.00022343349689617754,0.00018638705280609428,1.0711919595632935e-05,5.601595199004805e-06,0.0002338455035351217
121,0.00040091236978769305,0.00029001795668154957,0.0001736817449564114,0.00014217075183987617,0.00022213926250115037,0.00018475029687397182,1.0403150105958047e-05,5.456534071163332e-06,0.0002323463131673634
122,0.00040070876404643056,0.0002896834637969732,0.00017231214492348954,0.0001406669781426899,0.00022085321824997663,0.00018312413338571787,1.0105677673254832e-05,5.31551340045553e-06,0.00023085804749280214
123,0.00040050526335835455,0.0002893500255420804,0.00017095587690128014,0.0001391772880568169,0.000219575310125947,0.00018150854264385998,9.818974755307864e-06,5.184513805852475e-06,0.00022938061784952878
124,0.00040030189231038095,0.00028901761118322613,0.0001696127616101876,0.00013770155967213213,0.00021830548159778118,0.00017990350283216686,9.542544091073068e-06,5.061842148552387e-06,0.00022791393380612135
125,0.00040009863711893556,0.0002886861890554428,0.00016828263353090733,0.00013623966814484449,0.00021704367427155375,0.00017830899022519588,9.275914837871824e-06,4.9385181609977735e-06,0.00022645790027454497
126,0.000399895491078496,0.000288355722092092,0.0001669653260614723,0.0001347915072576143,0.00021578983529470862,0.00017672498191241174,9.01864242978263e-06,4.824095511139603e-06,0.00022501241993159055
127,0.00039969245940446856,0.00028802618887275455,0.00016566068085376173,0.00013335697341244668,0.00021454390841536223,0.0001751514584524557,8.770306291717133e-06,4.71310393022577e-06,0.00022357741286978125
128,0.000399489538371563,0.0002876975515857339,0.00016436853623017669,0.00013193596513010563,0.00021330584227107464,0.00017358840105589479,8.530509662068653e-06,4.602878922742093e-06,0.00022215278316289186
129,0.00039928672946989535,0.0002873697930946946,0.00016308873972157017,0.0001305284173344262,0.00021207557837478816,0.0001720357799436897,8.298876257413213e-06,4.499126313839952e-06,0.00022073844550177455
130,0.0003990840293467045,0.0002870428878813982,0.00016182114901021124,0.000129134243237786,0.00021085306964814662,0.00017049357967916876,8.07505129250785e-06,4.3983596268844845e-06,0.00021933431616052984
131,0.00039888143874704837,0.00028671681098639963,0.00016056561229634098,0.00012775338359642774,0.00020963826416991652,0.00016896177863236518,7.85869816027116e-06,3.8007975132131832e-06,0.00021794030219316482
132,0.0003986789543181658,0.0002863915391266346,0.00015932198736118153,0.00012638576570898294,0.00020843111081048847,0.0001674403540790081,7.649499644958268e-06,3.7061138132230555e-06,0.0002165563216432929
133,0.00039847657456994055,0.000286067065410316,0.0001580901316134259,0.00012503132777055725,0.00020723155792802571,0.00016592928660102188,7.44715345053919e-06,3.6125875520156113e-06,0.00021518229171633722
134,0.000398274302855134,0.00028574335258454086,0.00015686991656548344,0.00012368999414611608,0.00020603955299593508,0.00016442855023778976,7.2513745497417404e-06,3.5211607260862367e-06,0.0002138181316666305
135,0.0003980721291154623,0.0002854203986003995,0.00015566119508002884,0.00012236169412499295,0.0002048550562467426,0.0001629381273407489,7.061892059846286e-06,3.432821845217404e-06,0.00021246375096961855
136,0.0003978700689971447,0.0002850981768220663,0.00015446384612005204,0.00012104634983697907,0.0002036780124064535,0.00016145799402147532,6.878450261137914e-06,3.3480757339930277e-06,0.00021111907493323088
137,0.00039766810424625876,0.00028477667756378653,0.0001532777287357021,0.00011974388260859996,0.00020250837821513413,0.000159988124249503,6.700805799755472e-06,3.2651251365678035e-06,0.00020978402057662607
138,0.0003974662471562624,0.00028445588424801826,0.00015210272613330744,0.00011845420674653724,0.00020134610263630747,0.00015852850207593292,6.528727496788633e-06,3.188042304100236e-06,0.00020845851087942718
139,0.00039726448245346545,0.0002841357799246907,0.0001509387079568114,0.00011717723249457777,0.00020019113565795124,0.00015707909769844264,6.3619963424571326e-06,3.1123368464250232e-06,0.0002071424663066864
140,0.000397062823548913,0.0002838163577020168,0.00014978554909466765,0.00011591287978226319,0.00019904344733804466,0.00015563989204820245,6.200403817183542e-06,3.0397935473047257e-06,0.00020583580709062518
141,0.00039686126224696636,0.0002834975942969322,0.00014864313674042932,0.00011466106584994123,0.00019790297555737196,0.0001542108596302569,6.043752216373832e-06,2.969861707879318e-06,0.00020453845732845366
142,0.00039665979146957396,0.00028317949362099173,0.0001475113475287799,0.00011342170343268662,0.000196769680082798,0.000152791976230219,5.891853421962878e-06,2.9026708850324214e-06,0.00020325034204870463
143,0.0003964584309607744,0.00028286202866584063,0.00014639006649376824,0.00011219471032964065,0.00019564352431334554,0.00015138321528211237,5.744527979186387e-06,2.838300817165873e-06,0.0002019713849760592
144,0.0003962571628391743,0.00028254520036280153,0.0001452791825926397,0.00011098001186037436,0.00019452445590868592,0.0001499845520593226,5.6016049315985584e-06,2.774599026361102e-06,0.00020070151099935173
145,0.00039605598635971545,0.000282228996232152,0.00014417858452070505,0.00010977752720937132,0.00019341242900118233,0.00014859596411697566,5.4629221976938426e-06,2.71040294019258e-06,0.00019944064654409886
146,0.0003958549100905657,0.0002819133957847953,0.00014308815977419727,0.00010858718461822718,0.00019230740801431237,0.00014721742095425726,5.3283246282262555e-06,2.6476435277800194e-06,0.00019818871854804457
147,0.0003956539258360863,0.00028159840274602174,0.00014200780336977913,0.00010740890840534121,0.00019120934694074094,0.0001458489016862586,5.197664324805373e-06,2.596587046809873e-06,0.0001969456520397216
148,0.0003954530365765095,0.00028128400184214116,0.00014093741035321728,0.00010624262389028445,0.00019011820079758762,0.0001444903746014461,5.070800060548209e-06,2.5442619453315273e-06,0.00019571138387545944
